x,y,f
-29.3939,-11.8182,7.67073e+07
-29.3939,-11.2121,7.66012e+07
-29.3939,-10.6061,7.64951e+07
-29.3939,-10,7.63892e+07
-29.3939,-9.39394,7.62833e+07
-29.3939,-8.78788,7.61774e+07
-29.3939,-8.18182,7.60717e+07
-29.3939,-7.57576,7.5966e+07
-29.3939,-6.9697,7.58604e+07
-29.3939,-6.36364,7.57548e+07
-29.3939,-5.75758,7.56494e+07
-29.3939,-5.15152,7.5544e+07
-29.3939,-4.54545,7.54387e+07
-29.3939,-3.93939,7.53334e+07
-29.3939,-3.33333,7.52283e+07
-29.3939,-2.72727,7.51232e+07
-29.3939,-2.12121,7.50182e+07
-29.3939,-1.51515,7.49132e+07
-29.3939,-0.909091,7.48083e+07
-29.3939,-0.30303,7.47035e+07
-29.3939,0.30303,7.45988e+07
-29.3939,0.909091,7.44941e+07
-29.3939,1.51515,7.43896e+07
-29.3939,2.12121,7.42851e+07
-29.3939,2.72727,7.41806e+07
-29.3939,3.33333,7.40763e+07
-29.3939,3.93939,7.3972e+07
-29.3939,4.54545,7.38678e+07
-29.3939,5.15152,7.37636e+07
-29.3939,5.75758,7.36596e+07
-29.3939,6.36364,7.35556e+07
-29.3939,6.9697,7.34516e+07
-29.3939,7.57576,7.33478e+07
-29.3939,8.18182,7.3244e+07
-29.3939,8.78788,7.31403e+07
-29.3939,9.39394,7.30367e+07
-29.3939,10,7.29332e+07
-29.3939,10.6061,7.28297e+07
-29.3939,11.2121,7.27263e+07
-29.3939,11.8182,7.26229e+07
-29.3939,12.4242,7.25197e+07
-29.3939,13.0303,7.24165e+07
-29.3939,13.6364,7.23134e+07
-29.3939,14.2424,7.22103e+07
-29.3939,14.8485,7.21074e+07
-29.3939,15.4545,7.20045e+07
-29.3939,16.0606,7.19017e+07
-29.3939,16.6667,7.17989e+07
-29.3939,17.2727,7.16963e+07
-29.3939,17.8788,7.15937e+07
-29.3939,18.4848,7.14911e+07
-29.3939,19.0909,7.13887e+07
-29.3939,19.697,7.12863e+07
-29.3939,20.303,7.1184e+07
-29.3939,20.9091,7.10818e+07
-29.3939,21.5152,7.09796e+07
-29.3939,22.1212,7.08775e+07
-29.3939,22.7273,7.07755e+07
-29.3939,23.3333,7.06736e+07
-29.3939,23.9394,7.05717e+07
-29.3939,24.5455,7.04699e+07
-29.3939,25.1515,7.03682e+07
-29.3939,25.7576,7.02666e+07
-29.3939,26.3636,7.0165e+07
-29.3939,26.9697,7.00635e+07
-29.3939,27.5758,6.99621e+07
-29.3939,28.1818,6.98607e+07
-29.3939,28.7879,6.97595e+07
-29.3939,29.3939,6.96583e+07
-29.3939,30,6.95571e+07
-28.7879,-30,7.37447e+07
-28.7879,-29.3939,7.36406e+07
-28.7879,-28.7879,7.35366e+07
-28.7879,-28.1818,7.34327e+07
-28.7879,-27.5758,7.33289e+07
-28.7879,-26.9697,7.32251e+07
-28.7879,-26.3636,7.31214e+07
-28.7879,-25.7576,7.30178e+07
-28.7879,-25.1515,7.29143e+07
-28.7879,-24.5455,7.28108e+07
-28.7879,-23.9394,7.27074e+07
-28.7879,-23.3333,7.26041e+07
-28.7879,-22.7273,7.25009e+07
-28.7879,-22.1212,7.23977e+07
-28.7879,-21.5152,7.22946e+07
-28.7879,-20.9091,7.21916e+07
-28.7879,-20.303,7.20886e+07
-28.7879,-19.697,7.19857e+07
-28.7879,-19.0909,7.18829e+07
-28.7879,-18.4848,7.17802e+07
-28.7879,-17.8788,7.16776e+07
-28.7879,-17.2727,7.1575e+07
-28.7879,-16.6667,7.14725e+07
-28.7879,-16.0606,7.137e+07
-28.7879,-15.4545,7.12677e+07
-28.7879,-14.8485,7.11654e+07
-28.7879,-14.2424,7.10632e+07
-28.7879,-13.6364,7.0961e+07
-28.7879,-13.0303,7.08589e+07
-28.7879,-12.4242,7.07569e+07
-28.7879,-11.8182,7.0655e+07
-28.7879,-11.2121,7.05532e+07
-28.7879,-10.6061,7.04514e+07
-28.7879,-10,7.03497e+07
-28.7879,-9.39394,7.02481e+07
-28.7879,-8.78788,7.01465e+07
-28.7879,-8.18182,7.0045e+07
-28.7879,-7.57576,6.99436e+07
-28.7879,-6.9697,6.98423e+07
-28.7879,-6.36364,6.9741e+07
-28.7879,-5.75758,6.96398e+07
-28.7879,-5.15152,6.95387e+07
-28.7879,-4.54545,6.94377e+07
-28.7879,-3.93939,6.93367e+07
-28.7879,-3.33333,6.92358e+07
-28.7879,-2.72727,6.9135e+07
-28.7879,-2.12121,6.90342e+07
-28.7879,-1.51515,6.89336e+07
-28.7879,-0.909091,6.8833e+07
-28.7879,-0.30303,6.87324e+07
-28.7879,0.30303,6.8632e+07
-28.7879,0.909091,6.85316e+07
-28.7879,1.51515,6.84313e+07
-28.7879,2.12121,6.83311e+07
-28.7879,2.72727,6.82309e+07
-28.7879,3.33333,6.81308e+07
-28.7879,3.93939,6.80308e+07
-28.7879,4.54545,6.79309e+07
-28.7879,5.15152,6.7831e+07
-28.7879,5.75758,6.77312e+07
-28.7879,6.36364,6.76315e+07
-28.7879,6.9697,6.75319e+07
-28.7879,7.57576,6.74323e+07
-28.7879,8.18182,6.73328e+07
-28.7879,8.78788,6.72334e+07
-28.7879,9.39394,6.7134e+07
-28.7879,10,6.70347e+07
-28.7879,10.6061,6.69355e+07
-28.7879,11.2121,6.68364e+07
-28.7879,11.8182,6.67373e+07
-28.7879,12.4242,6.66383e+07
-28.7879,13.0303,6.65394e+07
-28.7879,13.6364,6.64406e+07
-28.7879,14.2424,6.63418e+07
-28.7879,14.8485,6.62431e+07
-28.7879,15.4545,6.61445e+07
-28.7879,16.0606,6.6046e+07
-28.7879,16.6667,6.59475e+07
-28.7879,17.2727,6.58491e+07
-28.7879,17.8788,6.57508e+07
-28.7879,18.4848,6.56525e+07
-28.7879,19.0909,6.55544e+07
-28.7879,19.697,6.54563e+07
-28.7879,20.303,6.53582e+07
-28.7879,20.9091,6.52603e+07
-28.7879,21.5152,6.51624e+07
-28.7879,22.1212,6.50646e+07
-28.7879,22.7273,6.49669e+07
-28.7879,23.3333,6.48692e+07
-28.7879,23.9394,6.47716e+07
-28.7879,24.5455,6.46741e+07
-28.7879,25.1515,6.45766e+07
-28.7879,25.7576,6.44793e+07
-28.7879,26.3636,6.4382e+07
-28.7879,26.9697,6.42848e+07
-28.7879,27.5758,6.41876e+07
-28.7879,28.1818,6.40905e+07
-28.7879,28.7879,6.39935e+07
-28.7879,29.3939,6.38966e+07
-28.7879,30,6.37998e+07
-28.1818,-30,6.79339e+07
-28.1818,-29.3939,6.7834e+07
-28.1818,-28.7879,6.77342e+07
-28.1818,-28.1818,6.76345e+07
-28.1818,-27.5758,6.75348e+07
-28.1818,-26.9697,6.74353e+07
-28.1818,-26.3636,6.73358e+07
-28.1818,-25.7576,6.72363e+07
-28.1818,-25.1515,6.7137e+07
-28.1818,-24.5455,6.70377e+07
-28.1818,-23.9394,6.69385e+07
-28.1818,-23.3333,6.68394e+07
-28.1818,-22.7273,6.67403e+07
-28.1818,-22.1212,6.66413e+07
-28.1818,-21.5152,6.65424e+07
-28.1818,-20.9091,6.64436e+07
-28.1818,-20.303,6.63448e+07
-28.1818,-19.697,6.62461e+07
-28.1818,-19.0909,6.61475e+07
-28.1818,-18.4848,6.60489e+07
-28.1818,-17.8788,6.59505e+07
-28.1818,-17.2727,6.58521e+07
-28.1818,-16.6667,6.57537e+07
-28.1818,-16.0606,6.56555e+07
-28.1818,-15.4545,6.55573e+07
-28.1818,-14.8485,6.54592e+07
-28.1818,-14.2424,6.53612e+07
-28.1818,-13.6364,6.52632e+07
-28.1818,-13.0303,6.51653e+07
-28.1818,-12.4242,6.50675e+07
-28.1818,-11.8182,6.49698e+07
-28.1818,-11.2121,6.48721e+07
-28.1818,-10.6061,6.47745e+07
-28.1818,-10,6.4677e+07
-28.1818,-9.39394,6.45796e+07
-28.1818,-8.78788,6.44822e+07
-28.1818,-8.18182,6.43849e+07
-28.1818,-7.57576,6.42877e+07
-28.1818,-6.9697,6.41905e+07
-28.1818,-6.36364,6.40934e+07
-28.1818,-5.75758,6.39964e+07
-28.1818,-5.15152,6.38995e+07
-28.1818,-4.54545,6.38027e+07
-28.1818,-3.93939,6.37059e+07
-28.1818,-3.33333,6.36092e+07
-28.1818,-2.72727,6.35125e+07
-28.1818,-2.12121,6.3416e+07
-28.1818,-1.51515,6.33195e+07
-28.1818,-0.909091,6.32231e+07
-28.1818,-0.30303,6.31267e+07
-28.1818,0.30303,6.30305e+07
-28.1818,0.909091,6.29343e+07
-28.1818,1.51515,6.28381e+07
-28.1818,2.12121,6.27421e+07
-28.1818,2.72727,6.26461e+07
-28.1818,3.33333,6.25502e+07
-28.1818,3.93939,6.24544e+07
-28.1818,4.54545,6.23586e+07
-28.1818,5.15152,6.2263e+07
-28.1818,5.75758,6.21673e+07
-28.1818,6.36364,6.20718e+07
-28.1818,6.9697,6.19763e+07
-28.1818,7.57576,6.1881e+07
-28.1818,8.18182,6.17856e+07
-28.1818,8.78788,6.16904e+07
-28.1818,9.39394,6.15952e+07
-28.1818,10,6.15001e+07
-28.1818,10.6061,6.14051e+07
-28.1818,11.2121,6.13102e+07
-28.1818,11.8182,6.12153e+07
-28.1818,12.4242,6.11205e+07
-28.1818,13.0303,6.10258e+07
-28.1818,13.6364,6.09311e+07
-28.1818,14.2424,6.08366e+07
-28.1818,14.8485,6.0742e+07
-28.1818,15.4545,6.06476e+07
-28.1818,16.0606,6.05533e+07
-28.1818,16.6667,6.0459e+07
-28.1818,17.2727,6.03648e+07
-28.1818,17.8788,6.02706e+07
-28.1818,18.4848,6.01766e+07
-28.1818,19.0909,6.00826e+07
-28.1818,19.697,5.99887e+07
-28.1818,20.303,5.98948e+07
-28.1818,20.9091,5.9801e+07
-28.1818,21.5152,5.97073e+07
-28.1818,22.1212,5.96137e+07
-28.1818,22.7273,5.95202e+07
-28.1818,23.3333,5.94267e+07
-28.1818,23.9394,5.93333e+07
-28.1818,24.5455,5.924e+07
-28.1818,25.1515,5.91467e+07
-28.1818,25.7576,5.90535e+07
-28.1818,26.3636,5.89604e+07
-28.1818,26.9697,5.88674e+07
-28.1818,27.5758,5.87744e+07
-28.1818,28.1818,5.86815e+07
-28.1818,28.7879,5.85887e+07
-28.1818,29.3939,5.8496e+07
-28.1818,30,5.84033e+07
-27.5758,-30,6.24776e+07
-27.5758,-29.3939,6.23818e+07
-27.5758,-28.7879,6.22861e+07
-27.5758,-28.1818,6.21905e+07
-27.5758,-27.5758,6.20949e+07
-27.5758,-26.9697,6.19994e+07
-27.5758,-26.3636,6.1904e+07
-27.5758,-25.7576,6.18087e+07
-27.5758,-25.1515,6.17135e+07
-27.5758,-24.5455,6.16183e+07
-27.5758,-23.9394,6.15232e+07
-27.5758,-23.3333,6.14281e+07
-27.5758,-22.7273,6.13332e+07
-27.5758,-22.1212,6.12383e+07
-27.5758,-21.5152,6.11435e+07
-27.5758,-20.9091,6.10487e+07
-27.5758,-20.303,6.0954e+07
-27.5758,-19.697,6.08594e+07
-27.5758,-19.0909,6.07649e+07
-27.5758,-18.4848,6.06705e+07
-27.5758,-17.8788,6.05761e+07
-27.5758,-17.2727,6.04818e+07
-27.5758,-16.6667,6.03876e+07
-27.5758,-16.0606,6.02934e+07
-27.5758,-15.4545,6.01993e+07
-27.5758,-14.8485,6.01053e+07
-27.5758,-14.2424,6.00114e+07
-27.5758,-13.6364,5.99175e+07
-27.5758,-13.0303,5.98237e+07
-27.5758,-12.4242,5.973e+07
-27.5758,-11.8182,5.96364e+07
-27.5758,-11.2121,5.95428e+07
-27.5758,-10.6061,5.94493e+07
-27.5758,-10,5.93559e+07
-27.5758,-9.39394,5.92625e+07
-27.5758,-8.78788,5.91693e+07
-27.5758,-8.18182,5.90761e+07
-27.5758,-7.57576,5.89829e+07
-27.5758,-6.9697,5.88899e+07
-27.5758,-6.36364,5.87969e+07
-27.5758,-5.75758,5.8704e+07
-27.5758,-5.15152,5.86112e+07
-27.5758,-4.54545,5.85184e+07
-27.5758,-3.93939,5.84257e+07
-27.5758,-3.33333,5.83331e+07
-27.5758,-2.72727,5.82406e+07
-27.5758,-2.12121,5.81481e+07
-27.5758,-1.51515,5.80557e+07
-27.5758,-0.909091,5.79634e+07
-27.5758,-0.30303,5.78711e+07
-27.5758,0.30303,5.7779e+07
-27.5758,0.909091,5.76869e+07
-27.5758,1.51515,5.75948e+07
-27.5758,2.12121,5.75029e+07
-27.5758,2.72727,5.7411e+07
-27.5758,3.33333,5.73192e+07
-27.5758,3.93939,5.72275e+07
-27.5758,4.54545,5.71358e+07
-27.5758,5.15152,5.70442e+07
-27.5758,5.75758,5.69527e+07
-27.5758,6.36364,5.68613e+07
-27.5758,6.9697,5.67699e+07
-27.5758,7.57576,5.66786e+07
-27.5758,8.18182,5.65874e+07
-27.5758,8.78788,5.64963e+07
-27.5758,9.39394,5.64052e+07
-27.5758,10,5.63142e+07
-27.5758,10.6061,5.62233e+07
-27.5758,11.2121,5.61324e+07
-27.5758,11.8182,5.60416e+07
-27.5758,12.4242,5.59509e+07
-27.5758,13.0303,5.58603e+07
-27.5758,13.6364,5.57698e+07
-27.5758,14.2424,5.56793e+07
-27.5758,14.8485,5.55889e+07
-27.5758,15.4545,5.54985e+07
-27.5758,16.0606,5.54083e+07
-27.5758,16.6667,5.53181e+07
-27.5758,17.2727,5.5228e+07
-27.5758,17.8788,5.51379e+07
-27.5758,18.4848,5.5048e+07
-27.5758,19.0909,5.49581e+07
-27.5758,19.697,5.48682e+07
-27.5758,20.303,5.47785e+07
-27.5758,20.9091,5.46888e+07
-27.5758,21.5152,5.45992e+07
-27.5758,22.1212,5.45097e+07
-27.5758,22.7273,5.44202e+07
-27.5758,23.3333,5.43308e+07
-27.5758,23.9394,5.42415e+07
-27.5758,24.5455,5.41523e+07
-27.5758,25.1515,5.40631e+07
-27.5758,25.7576,5.39741e+07
-27.5758,26.3636,5.3885e+07
-27.5758,26.9697,5.37961e+07
-27.5758,27.5758,5.37072e+07
-27.5758,28.1818,5.36184e+07
-27.5758,28.7879,5.35297e+07
-27.5758,29.3939,5.34411e+07
-27.5758,30,5.33525e+07
-26.9697,-30,5.73609e+07
-26.9697,-29.3939,5.72691e+07
-26.9697,-28.7879,5.71774e+07
-26.9697,-28.1818,5.70858e+07
-26.9697,-27.5758,5.69943e+07
-26.9697,-26.9697,5.69028e+07
-26.9697,-26.3636,5.68114e+07
-26.9697,-25.7576,5.67201e+07
-26.9697,-25.1515,5.66288e+07
-26.9697,-24.5455,5.65376e+07
-26.9697,-23.9394,5.64465e+07
-26.9697,-23.3333,5.63555e+07
-26.9697,-22.7273,5.62646e+07
-26.9697,-22.1212,5.61737e+07
-26.9697,-21.5152,5.60829e+07
-26.9697,-20.9091,5.59921e+07
-26.9697,-20.303,5.59015e+07
-26.9697,-19.697,5.58109e+07
-26.9697,-19.0909,5.57204e+07
-26.9697,-18.4848,5.56299e+07
-26.9697,-17.8788,5.55395e+07
-26.9697,-17.2727,5.54493e+07
-26.9697,-16.6667,5.5359e+07
-26.9697,-16.0606,5.52689e+07
-26.9697,-15.4545,5.51788e+07
-26.9697,-14.8485,5.50888e+07
-26.9697,-14.2424,5.49989e+07
-26.9697,-13.6364,5.4909e+07
-26.9697,-13.0303,5.48192e+07
-26.9697,-12.4242,5.47295e+07
-26.9697,-11.8182,5.46399e+07
-26.9697,-11.2121,5.45503e+07
-26.9697,-10.6061,5.44608e+07
-26.9697,-10,5.43714e+07
-26.9697,-9.39394,5.42821e+07
-26.9697,-8.78788,5.41928e+07
-26.9697,-8.18182,5.41036e+07
-26.9697,-7.57576,5.40145e+07
-26.9697,-6.9697,5.39255e+07
-26.9697,-6.36364,5.38365e+07
-26.9697,-5.75758,5.37476e+07
-26.9697,-5.15152,5.36588e+07
-26.9697,-4.54545,5.357e+07
-26.9697,-3.93939,5.34813e+07
-26.9697,-3.33333,5.33927e+07
-26.9697,-2.72727,5.33042e+07
-26.9697,-2.12121,5.32157e+07
-26.9697,-1.51515,5.31273e+07
-26.9697,-0.909091,5.3039e+07
-26.9697,-0.30303,5.29508e+07
-26.9697,0.30303,5.28626e+07
-26.9697,0.909091,5.27745e+07
-26.9697,1.51515,5.26865e+07
-26.9697,2.12121,5.25986e+07
-26.9697,2.72727,5.25107e+07
-26.9697,3.33333,5.24229e+07
-26.9697,3.93939,5.23352e+07
-26.9697,4.54545,5.22475e+07
-26.9697,5.15152,5.21599e+07
-26.9697,5.75758,5.20724e+07
-26.9697,6.36364,5.1985e+07
-26.9697,6.9697,5.18977e+07
-26.9697,7.57576,5.18104e+07
-26.9697,8.18182,5.17232e+07
-26.9697,8.78788,5.1636e+07
-26.9697,9.39394,5.1549e+07
-26.9697,10,5.1462e+07
-26.9697,10.6061,5.13751e+07
-26.9697,11.2121,5.12882e+07
-26.9697,11.8182,5.12014e+07
-26.9697,12.4242,5.11147e+07
-26.9697,13.0303,5.10281e+07
-26.9697,13.6364,5.09416e+07
-26.9697,14.2424,5.08551e+07
-26.9697,14.8485,5.07687e+07
-26.9697,15.4545,5.06824e+07
-26.9697,16.0606,5.05961e+07
-26.9697,16.6667,5.05099e+07
-26.9697,17.2727,5.04238e+07
-26.9697,17.8788,5.03378e+07
-26.9697,18.4848,5.02518e+07
-26.9697,19.0909,5.01659e+07
-26.9697,19.697,5.00801e+07
-26.9697,20.303,4.99944e+07
-26.9697,20.9091,4.99087e+07
-26.9697,21.5152,4.98231e+07
-26.9697,22.1212,4.97376e+07
-26.9697,22.7273,4.96522e+07
-26.9697,23.3333,4.95668e+07
-26.9697,23.9394,4.94815e+07
-26.9697,24.5455,4.93963e+07
-26.9697,25.1515,4.93111e+07
-26.9697,25.7576,4.9226e+07
-26.9697,26.3636,4.9141e+07
-26.9697,26.9697,4.90561e+07
-26.9697,27.5758,4.89712e+07
-26.9697,28.1818,4.88864e+07
-26.9697,28.7879,4.88017e+07
-26.9697,29.3939,4.87171e+07
-26.9697,30,4.86325e+07
-26.3636,-30,5.25692e+07
-26.3636,-29.3939,5.24814e+07
-26.3636,-28.7879,5.23936e+07
-26.3636,-28.1818,5.23059e+07
-26.3636,-27.5758,5.22183e+07
-26.3636,-26.9697,5.21307e+07
-26.3636,-26.3636,5.20433e+07
-26.3636,-25.7576,5.19559e+07
-26.3636,-25.1515,5.18685e+07
-26.3636,-24.5455,5.17813e+07
-26.3636,-23.9394,5.16941e+07
-26.3636,-23.3333,5.1607e+07
-26.3636,-22.7273,5.15199e+07
-26.3636,-22.1212,5.1433e+07
-26.3636,-21.5152,5.13461e+07
-26.3636,-20.9091,5.12592e+07
-26.3636,-20.303,5.11725e+07
-26.3636,-19.697,5.10858e+07
-26.3636,-19.0909,5.09992e+07
-26.3636,-18.4848,5.09127e+07
-26.3636,-17.8788,5.08263e+07
-26.3636,-17.2727,5.07399e+07
-26.3636,-16.6667,5.06536e+07
-26.3636,-16.0606,5.05673e+07
-26.3636,-15.4545,5.04812e+07
-26.3636,-14.8485,5.03951e+07
-26.3636,-14.2424,5.03091e+07
-26.3636,-13.6364,5.02232e+07
-26.3636,-13.0303,5.01373e+07
-26.3636,-12.4242,5.00515e+07
-26.3636,-11.8182,4.99658e+07
-26.3636,-11.2121,4.98801e+07
-26.3636,-10.6061,4.97946e+07
-26.3636,-10,4.97091e+07
-26.3636,-9.39394,4.96237e+07
-26.3636,-8.78788,4.95383e+07
-26.3636,-8.18182,4.9453e+07
-26.3636,-7.57576,4.93678e+07
-26.3636,-6.9697,4.92827e+07
-26.3636,-6.36364,4.91976e+07
-26.3636,-5.75758,4.91127e+07
-26.3636,-5.15152,4.90277e+07
-26.3636,-4.54545,4.89429e+07
-26.3636,-3.93939,4.88582e+07
-26.3636,-3.33333,4.87735e+07
-26.3636,-2.72727,4.86888e+07
-26.3636,-2.12121,4.86043e+07
-26.3636,-1.51515,4.85198e+07
-26.3636,-0.909091,4.84354e+07
-26.3636,-0.30303,4.83511e+07
-26.3636,0.30303,4.82669e+07
-26.3636,0.909091,4.81827e+07
-26.3636,1.51515,4.80986e+07
-26.3636,2.12121,4.80146e+07
-26.3636,2.72727,4.79306e+07
-26.3636,3.33333,4.78467e+07
-26.3636,3.93939,4.77629e+07
-26.3636,4.54545,4.76792e+07
-26.3636,5.15152,4.75955e+07
-26.3636,5.75758,4.7512e+07
-26.3636,6.36364,4.74284e+07
-26.3636,6.9697,4.7345e+07
-26.3636,7.57576,4.72616e+07
-26.3636,8.18182,4.71783e+07
-26.3636,8.78788,4.70951e+07
-26.3636,9.39394,4.7012e+07
-26.3636,10,4.69289e+07
-26.3636,10.6061,4.68459e+07
-26.3636,11.2121,4.6763e+07
-26.3636,11.8182,4.66801e+07
-26.3636,12.4242,4.65974e+07
-26.3636,13.0303,4.65147e+07
-26.3636,13.6364,4.6432e+07
-26.3636,14.2424,4.63495e+07
-26.3636,14.8485,4.6267e+07
-26.3636,15.4545,4.61846e+07
-26.3636,16.0606,4.61022e+07
-26.3636,16.6667,4.602e+07
-26.3636,17.2727,4.59378e+07
-26.3636,17.8788,4.58557e+07
-26.3636,18.4848,4.57736e+07
-26.3636,19.0909,4.56916e+07
-26.3636,19.697,4.56097e+07
-26.3636,20.303,4.55279e+07
-26.3636,20.9091,4.54462e+07
-26.3636,21.5152,4.53645e+07
-26.3636,22.1212,4.52829e+07
-26.3636,22.7273,4.52014e+07
-26.3636,23.3333,4.51199e+07
-26.3636,23.9394,4.50385e+07
-26.3636,24.5455,4.49572e+07
-26.3636,25.1515,4.4876e+07
-26.3636,25.7576,4.47948e+07
-26.3636,26.3636,4.47137e+07
-26.3636,26.9697,4.46327e+07
-26.3636,27.5758,4.45518e+07
-26.3636,28.1818,4.44709e+07
-26.3636,28.7879,4.43901e+07
-26.3636,29.3939,4.43094e+07
-26.3636,30,4.42287e+07
-25.7576,-30,4.80884e+07
-25.7576,-29.3939,4.80044e+07
-25.7576,-28.7879,4.79204e+07
-25.7576,-28.1818,4.78365e+07
-25.7576,-27.5758,4.77528e+07
-25.7576,-26.9697,4.7669e+07
-25.7576,-26.3636,4.75854e+07
-25.7576,-25.7576,4.75018e+07
-25.7576,-25.1515,4.74183e+07
-25.7576,-24.5455,4.73349e+07
-25.7576,-23.9394,4.72515e+07
-25.7576,-23.3333,4.71682e+07
-25.7576,-22.7273,4.7085e+07
-25.7576,-22.1212,4.70019e+07
-25.7576,-21.5152,4.69188e+07
-25.7576,-20.9091,4.68358e+07
-25.7576,-20.303,4.67529e+07
-25.7576,-19.697,4.66701e+07
-25.7576,-19.0909,4.65873e+07
-25.7576,-18.4848,4.65046e+07
-25.7576,-17.8788,4.6422e+07
-25.7576,-17.2727,4.63394e+07
-25.7576,-16.6667,4.6257e+07
-25.7576,-16.0606,4.61746e+07
-25.7576,-15.4545,4.60922e+07
-25.7576,-14.8485,4.601e+07
-25.7576,-14.2424,4.59278e+07
-25.7576,-13.6364,4.58457e+07
-25.7576,-13.0303,4.57636e+07
-25.7576,-12.4242,4.56817e+07
-25.7576,-11.8182,4.55998e+07
-25.7576,-11.2121,4.5518e+07
-25.7576,-10.6061,4.54362e+07
-25.7576,-10,4.53546e+07
-25.7576,-9.39394,4.5273e+07
-25.7576,-8.78788,4.51915e+07
-25.7576,-8.18182,4.511e+07
-25.7576,-7.57576,4.50286e+07
