ID,f1,f2,f3,f4,f5,Is_Nondominated
306,17.375260,65.572367,84.801588,72.431747,79.209363,0
307,40.479843,65.407580,35.423624,52.550463,48.163485,0
308,17.688714,38.707876,96.382228,24.858026,13.380374,0
309,41.858063,79.033774,58.214823,68.097483,18.969485,0
310,61.894819,32.350040,83.430337,62.929880,19.885628,0
311,6.461667,4.263321,37.140857,26.585114,64.609012,0
312,49.933383,26.601928,14.923778,12.719977,86.466039,0
313,24.347797,65.171065,81.068593,61.408131,85.956523,0
314,39.239372,95.622219,13.314500,10.214953,65.869215,0
315,94.283114,80.888346,7.641686,27.936771,93.031889,1
316,25.305843,78.117042,82.513220,49.545210,38.634890,0
317,45.012443,22.696469,88.939092,45.061966,88.245944,0
318,10.569348,98.827527,44.327309,4.783082,3.802185,0
319,74.620726,65.903553,80.213056,10.536753,3.557086,0
320,50.857929,38.759523,46.194694,99.158841,97.074996,1
321,94.231539,78.384268,35.484136,41.213094,54.961604,0
322,83.053446,6.871283,42.429689,8.261767,51.465758,0
323,89.890083,78.248492,22.784241,97.599085,66.735040,1
324,1.042770,25.541348,26.071329,6.925430,95.982652,0
325,47.825530,89.581460,32.221550,12.523357,47.433611,0
326,11.395663,48.601550,92.029718,52.076814,61.649973,0
327,15.663844,4.373563,11.080796,59.853158,9.501170,0
328,37.599289,55.009194,38.865280,16.368380,27.379131,0
329,92.831754,67.598228,49.604784,1.271489,99.241540,1
330,67.145493,31.692248,87.926866,25.843162,54.401658,0
331,63.607076,22.106337,97.839728,74.819190,55.781322,0
332,18.059460,5.385821,32.005984,75.318733,26.933130,0
333,53.955623,72.794718,10.794371,68.529802,9.187089,0
334,96.512974,48.839413,15.067611,34.238363,41.341645,0
335,75.818501,74.342378,61.194050,10.593071,15.156937,0
336,9.375692,57.717278,87.713844,43.380051,16.084817,0
337,55.804233,81.175222,74.171206,88.145077,27.790210,0
338,19.395386,87.981649,65.756031,31.092893,74.234805,0
339,81.511838,61.497825,68.788411,37.525990,53.869567,0
340,52.415917,84.804779,83.996399,83.268047,1.103162,0
341,74.954548,75.867639,67.837882,75.626466,84.197038,1
342,47.031905,50.205021,12.471406,38.537588,64.336518,0
343,78.039977,21.720910,13.782290,66.304200,0.187988,0
344,17.837259,2.907138,16.688512,18.131928,38.767360,0
345,40.232712,87.426247,51.010971,72.340477,10.413735,0
346,22.543876,70.294344,5.280396,48.659766,59.936897,0
347,60.214565,2.293281,32.210800,63.649066,14.899974,0
348,69.541565,74.592521,98.196919,20.984199,82.513066,1
349,52.029658,37.346260,12.237676,73.550561,23.585760,0
350,37.142201,6.254223,80.136692,76.658852,73.361583,0
351,29.944351,17.348007,63.755326,49.616638,17.825247,0
352,68.591127,99.112643,74.721959,73.998638,95.031275,1
353,20.293637,56.554997,97.964671,16.529411,70.025196,0
354,58.581015,58.647910,69.767062,92.961693,78.258194,0
355,5.613611,85.272802,22.554133,37.691416,46.173282,0
356,48.090600,43.518040,93.735330,70.601901,63.117065,0
357,4.984203,90.391333,90.939019,78.021306,0.702920,1
358,5.728025,22.522370,13.134941,39.883603,92.262306,0
359,47.206043,1.340263,28.274569,4.459491,3.628763,0
360,27.571985,27.561234,78.712660,97.483465,37.120709,0
361,42.888688,84.478944,26.813902,15.638180,85.308962,0
362,4.650059,61.969944,56.199285,34.592045,31.518952,0
363,77.185773,8.642461,23.678431,73.244873,54.832058,0
364,12.798821,88.213561,39.344785,82.786838,78.771302,0
365,62.442544,49.448113,97.955084,14.496507,72.515573,0
366,19.119070,33.826311,30.869874,94.703599,96.735618,0
367,18.301545,2.203516,72.000804,41.798994,8.884024,0
368,68.375411,54.510552,98.051683,22.740950,40.397788,0
369,54.254581,79.169998,54.883866,61.290016,22.614705,0
370,84.691872,42.863055,14.095962,66.418791,21.609045,0
371,9.756251,86.198691,46.016226,74.928371,29.058756,0
372,78.697013,11.193592,35.597338,97.806182,79.398971,0
373,49.725593,33.977748,87.213570,54.484776,75.842501,0
374,75.410768,1.794568,12.625378,65.962936,16.161981,0
375,25.549335,94.663796,56.018225,75.072951,55.798074,0
376,55.251361,9.415191,34.366319,28.243090,39.072836,0
377,79.834419,37.193266,45.169682,39.738139,9.340797,0
378,44.107215,19.560927,18.672329,9.403610,35.667097,0
379,75.748188,27.644169,31.234910,64.267466,19.584081,0
380,89.695793,52.019053,44.760294,55.782019,16.603431,0
381,61.347314,36.310073,89.718635,16.885420,50.705110,0
382,59.811263,3.338361,36.369312,73.263524,82.037751,0
383,31.316199,79.859327,96.775588,85.687393,11.764398,1
384,73.973033,31.966683,98.841599,48.535898,12.243390,1
385,72.518555,32.301120,99.707816,97.978246,65.613402,1
386,12.982646,68.686099,9.303048,2.936415,82.295844,0
387,20.975295,37.902713,97.345739,33.684050,29.648978,0
388,91.820800,11.074844,75.958241,98.806557,90.129600,1
389,65.166792,31.406079,25.432198,81.925510,87.982191,0
390,52.543492,24.433994,11.294321,8.717947,71.907745,0
391,42.011873,90.535987,73.967130,19.126042,61.377742,0
392,43.550546,57.724974,73.806912,80.619588,84.373733,1
393,25.397488,3.111560,73.929474,10.634372,31.491958,0
394,0.381714,68.166948,16.713201,65.528241,99.174261,1
395,7.267087,7.707801,34.038009,86.638652,21.552987,0
396,36.037782,6.850541,76.315529,40.830634,75.924873,0
397,90.360784,23.276315,80.739603,5.909389,89.884739,0
398,65.076855,87.422672,0.018840,16.908108,38.975938,0
399,37.950290,22.673038,38.161194,12.884872,41.276113,0
400,80.235434,47.907007,1.800009,42.144404,2.717501,0
401,96.624341,12.745396,70.768833,97.277632,82.603905,1
402,69.931537,83.946092,98.179869,62.134450,55.918481,1
403,62.823811,53.267589,63.508910,44.984221,21.844318,0
404,12.024723,6.834094,26.331579,4.612357,56.717078,0
405,28.382845,82.453481,7.424088,22.635149,73.024614,0
406,59.880830,6.449127,87.723946,87.726176,33.040801,0
407,34.040584,98.902836,62.617618,53.131652,83.815218,0
408,28.529034,42.918259,26.777667,78.916084,57.334935,0
409,65.882507,25.230725,22.022530,48.837463,73.756575,0
410,52.523975,3.264567,86.855150,6.468689,95.582449,0
411,2.514196,69.445046,8.220706,91.067658,46.443323,0
412,13.752377,34.081570,16.482468,17.058191,94.810832,0
413,44.524611,78.880226,63.960556,67.642636,13.169344,0
414,23.418444,78.675033,97.076620,26.267564,27.156877,0
415,47.289713,98.384031,26.895894,40.697191,89.148002,0
416,0.292103,3.976597,60.407168,90.738017,23.885666,0
417,46.964177,45.046531,47.297135,62.251969,46.974376,0
418,44.746814,47.428842,59.086744,53.700749,85.413600,0
419,4.949686,83.331707,84.392462,28.490802,46.285195,0
420,43.853849,21.850984,39.679685,4.438777,27.782207,0
421,81.668218,28.456230,81.820667,53.159947,87.986268,1
422,57.477955,2.966822,67.542021,4.485356,45.059702,0
423,92.942670,16.520394,38.987235,72.986031,88.225855,1
424,67.094301,25.817325,67.460786,29.672764,71.842923,0
425,95.403313,72.139345,86.288050,0.210385,71.757213,0
426,82.958756,4.055874,87.159773,25.669423,66.529210,0
427,80.035488,66.266451,9.228479,59.632152,54.958365,0
428,90.032127,40.423973,32.108110,74.985076,41.267532,0
429,64.609618,64.645009,88.803906,59.869241,50.215361,0
430,13.887132,11.573760,15.432156,17.184848,63.787709,0
431,74.098125,52.999153,82.901773,99.126323,82.001263,1
432,69.488237,53.249270,44.885307,8.439238,39.936875,0
433,91.013464,80.802263,21.605137,46.660778,81.672320,1
434,6.738455,38.739259,85.184124,40.389786,7.761465,0
435,54.253437,86.174249,59.028555,22.627910,38.423962,0
436,45.012336,57.926635,75.935102,9.887362,88.965203,0
437,1.230971,37.005234,2.742031,39.297423,52.581260,0
438,51.168139,16.562835,64.574051,4.477844,76.190682,0
439,94.664444,33.976883,51.723938,37.891028,0.671039,0
440,38.587451,79.172026,59.598884,10.125991,84.713949,0
441,53.108534,84.172336,58.022152,55.968844,10.525919,0
442,16.735974,97.202526,22.848675,97.745212,53.191270,1
443,13.578905,9.930221,20.886407,92.563733,41.415023,0
444,39.543427,31.320626,14.706185,48.785120,13.004778,0
445,83.548024,37.039698,37.480357,47.400642,44.412771,0
446,99.485797,54.538112,8.820171,60.687734,15.158430,1
447,3.093765,97.074216,77.353889,98.010899,47.787845,1
448,53.225753,16.833695,24.690743,83.854922,35.618565,0
449,82.681497,70.901373,17.717093,50.744637,67.738733,0
450,23.503721,83.068851,54.482766,16.524205,58.298443,0
451,99.971381,15.052149,81.675693,20.730900,78.238833,1
452,73.457792,30.048939,32.582312,79.252139,46.144551,0
453,73.081803,14.798415,85.255778,71.088471,90.694281,1
454,13.237238,59.301450,59.912058,35.346074,45.846642,0
455,3.798157,74.586004,54.932248,5.774105,68.075590,0
456,46.678207,3.446126,96.960773,94.911214,51.290241,0
457,9.367242,75.462122,49.193110,30.244748,49.141818,0
458,52.244415,56.271170,44.122372,60.575531,91.873471,0
459,36.226809,72.571646,89.445255,45.597928,44.345584,0
460,60.211698,59.140676,80.658934,47.648338,99.612296,1
461,5.947156,0.316785,64.019831,29.843491,24.038239,0
462,31.189908,25.604756,3.079005,97.153304,22.074549,0
463,73.402977,76.259640,92.925740,3.054946,87.204833,1
464,52.722618,63.254411,64.447028,81.979780,33.340732,0
465,73.305119,52.857811,79.339402,99.054603,20.065102,0
466,99.464864,8.981215,0.231755,4.416193,34.178240,0
467,63.290633,6.902954,0.566581,93.709102,82.192664,0
468,80.918317,88.442427,70.003427,10.440414,39.910019,0
469,72.314949,28.033446,68.740636,2.449845,30.613734,0
470,54.913034,63.208983,57.704066,69.775628,0.608874,0
471,10.094120,86.894425,68.174864,11.293164,84.207443,0
472,24.223122,47.825989,14.519651,71.011006,66.685442,0
473,21.111248,86.340077,40.130602,29.251509,15.232959,0
474,26.616801,2.202692,58.325749,84.223075,54.898045,0
475,21.927396,3.366918,21.462807,41.612143,75.961143,0
476,18.784285,71.979145,86.693347,45.394685,82.143199,0
477,55.465735,63.709084,52.627846,46.317272,23.465344,0
478,30.319406,28.997012,56.328893,11.995369,91.679169,0
479,72.065515,40.144563,15.862415,88.199217,82.377809,0
